姓名,性别,出生年份,出生地,长度,名,名1,笔画1,偏旁1,拼音1,常用1,名2,笔画2,偏旁2,拼音2,常用2
吴昊宸,男,1994,黑龙江,3,昊宸,昊,8,日,hào,3,宸,10,宀,chén,3
戚锐,女,1965,安徽淮南,2,锐,锐,12,钅,ruì,1,锐,0,0,0,0
任骏飞,男,1990,山西太原,3,骏飞,骏,10,马,jùn,2,飞,3,飞,fēi,1
倪雪,女,1965,香港,2,雪,雪,11,雨,xuě,1,雪,0,0,0,0
陶丽琴,女,1965,浙江省桐庐县,3,丽琴,丽,7,丶,lì,1,琴,12,王,qín,1
姚秀兰,女,1965,江西南昌,3,秀兰,秀,7,禾,xiù,1,兰,5,乺,lán,1
甘长虹,女,1965,湖北江陵,3,长虹,长,4,长,cháng,1,虹,9,虫,hóng,1
司天峰,男,1984,山东新泰,3,天峰,天,4,大,tiān,1,峰,10,山,fēng,1
温晓杰,女,1965,山东招远,3,晓杰,晓,10,日,xiǎo,1,杰,8,木,jié,1
饶同珍,女,1965,湖北公安,3,同珍,同,6,口,tóng,1,珍,9,王,zhēn,1
陈新琴,女,1965,河南省永城,3,新琴,新,13,斤,xīn,1,琴,12,王,qín,1
郝桂娟,女,1965,辽宁庄河,3,桂娟,桂,10,木,guì,1,娟,10,女,juān,3
马彩琴,女,1965,浙江安吉,3,彩琴,彩,11,彡,cǎi,1,琴,12,王,qín,1
贾书层,女,1965,河北省深县,3,书层,书,4,乛,shū,1,层,7,尸,céng,1
胡绍阳,男,1994,山东东阿,3,绍阳,绍,8,纟,shào,1,阳,6,阝,yáng,1
茅建春,女,1965,上海,3,建春,建,8,廴,jiàn,1,春,9,日,chūn,1
林玫瑰,女,1965,福建云霄,3,玫瑰,玫,8,王,méi,2,瑰,13,王,guī,2
文云英,女,1965,重庆彭水人,3,云英,云,4,二,yún,1,英,8,艹,yīng,1
徐小莉,女,1965,湖南常德,3,小莉,小,3,小,xiǎo,1,莉,10,艹,lì,2
徐佳,男,1980,新疆,2,佳,佳,8,亻,jiā,1,佳,0,0,0,0
肖韵竹,女,1965,北京市,3,韵竹,韵,13,音,yùn,1,竹,6,竹,zhú,1
顾春梅,女,1965,浙江海盐人,3,春梅,春,9,日,chūn,1,梅,11,木,méi,1
谭贞,女,1965,河南泌阳,2,贞,贞,6,贝,zhēn,1,贞,0,0,0,0
闫玉伟,男,1980,河北省曲阳县,3,玉伟,玉,5,玉,yù,1,伟,6,亻,wěi,1
关健英,女,1965,黑龙江省逊克县,3,健英,健,10,亻,jiàn,1,英,8,艹,yīng,1
曾华倩,女,1965,香港,3,华倩,华,6,十,huá,1,倩,10,亻,qiàn,3
艾丽亚,女,1965,内蒙古,3,丽亚,丽,7,丶,lì,1,亚,6,二,yà,1
潘玉凤,女,1965,贵州凯里,3,玉凤,玉,5,玉,yù,1,凤,4,几,fèng,1
黄风云,女,1965,山东茌平,3,风云,风,4,风,fēng,1,云,4,二,yún,1
秦保营,男,1979,河南省新乡,3,保营,保,9,亻,bǎo,1,营,11,艹,yíng,1
梁艺龄,女,1965,香港,3,艺龄,艺,4,艹,yì,1,龄,13,齿,líng,1
黄瑞玲,女,1965,江西会昌,3,瑞玲,瑞,13,王,ruì,1,玲,9,王,líng,2
杨鲜兰,女,1965,湖北麻城,3,鲜兰,鲜,14,鱼,xiān,1,兰,5,乺,lán,1
狄灵,女,1965,陕西省西安市,2,灵,灵,7,火,líng,1,灵,0,0,0,0
刘丽涛,女,1965,山东荣城,3,丽涛,丽,7,丶,lì,1,涛,10,氵,tāo,1
曾小伟,男,1995,湖南邵阳,3,小伟,小,3,小,xiǎo,1,伟,6,亻,wěi,1
韩顺芳,女,1965,上海,3,顺芳,顺,9,页,shùn,1,芳,7,艹,fāng,1
曹建立,男,1980,河南省民权县,3,建立,建,8,廴,jiàn,1,立,5,立,lì,1
苏晓红,女,1965,河南省禹州市,3,晓红,晓,10,日,xiǎo,1,红,6,纟,hóng,1
段厚荣,女,1965,湖北十堰,3,厚荣,厚,9,厂,hòu,1,荣,9,艹,róng,1
王昊东,男,1993,山东东营,3,昊东,昊,8,日,hào,3,东,5,一,dōng,1
郭岩松,女,1965,河南濮阳,3,岩松,岩,8,山,yán,1,松,8,木,sōng,1
马晓凤,女,1965,湖南隆回,3,晓凤,晓,10,日,xiǎo,1,凤,4,几,fèng,1
何宝梅,女,1965,浙江诸暨,3,宝梅,宝,8,宀,bǎo,1,梅,11,木,méi,1
李良凤,女,1965,湖南省邵阳市,3,良凤,良,7,艮,liáng,1,凤,4,几,fèng,1
王骁威,男,1990,广东省韶关市,3,骁威,骁,9,马,xiāo,3,威,9,女,wēi,1
朱素娟,女,1965,江苏兴化,3,素娟,素,10,糸,sù,1,娟,10,女,juān,3
高环,女,1965,黑龙江伊春,2,环,环,8,王,huán,1,环,0,0,0,0
薛彦卿,男,1985,江苏省镇江市,3,彦卿,彦,9,彡,yàn,3,卿,10,卩,qīng,2
刘继锐,女,1965,山东省昌邑市,3,继锐,继,10,纟,jì,1,锐,12,钅,ruì,1
叶祖新,男,1984,浙江省衢州市,3,祖新,祖,9,礻,zǔ,1,新,13,斤,xīn,1
胡金秋,男,1997,新疆库尔勒,3,金秋,金,8,金,jīn,1,秋,9,禾,qiū,1
谭学礼,女,1965,山西省朔州市朔城区七里河村,3,学礼,学,8,子,xué,1,礼,5,礻,lǐ,1
崔佩仪,女,1965,台湾高雄,3,佩仪,佩,8,亻,pèi,1,仪,5,亻,yí,1
董小华,女,1965,黑龙江,3,小华,小,3,小,xiǎo,1,华,6,十,huá,1
夏家环,女,1965,安徽肥东,3,家环,家,10,宀,jiā,1,环,8,王,huán,1
纪国忠,男,1988,浙江省湖州市,3,国忠,国,8,囗,guó,1,忠,8,心,zhōng,1
曹兆义,男,1993,黑龙江哈尔滨,3,兆义,兆,6,儿,zhào,1,义,3,丶,yì,1
张淑钰,女,1965,重庆潼南,3,淑钰,淑,11,氵,shū,2,钰,10,钅,yù,3
安尔存,女,1965,青海省,3,尔存,尔,5,小,ěr,2,存,6,子,cún,1
张立萍,女,1965,湖北武汉,3,立萍,立,5,立,lì,1,萍,11,艹,píng,1
李梅青,女,1965,福建南安,3,梅青,梅,11,木,méi,1,青,8,青,qīng,1
周兰珍,女,1965,浙江东阳,3,兰珍,兰,5,乺,lán,1,珍,9,王,zhēn,1
戴罗仙,女,1965,湖南省长沙县,3,罗仙,罗,8,罒,luó,1,仙,5,亻,xiān,1
夏亚灵,女,1965,湖北浠水,3,亚灵,亚,6,二,yà,1,灵,7,火,líng,1
焦肖丰,女,1965,甘肃镇原,3,肖丰,肖,7,月,xiāo,2,丰,4,丨,fēng,1
雷文洁,女,1965,湖北黄陂,3,文洁,文,4,文,wén,1,洁,9,氵,jié,1
裘小民,女,1965,浙江宁波,3,小民,小,3,小,xiǎo,1,民,5,氏,mín,1
赵金云,女,1965,甘肃民勤,3,金云,金,8,金,jīn,1,云,4,二,yún,1
彭锦雯,女,1965,湖南,3,锦雯,锦,13,钅,jǐn,1,雯,12,雨,wén,3
梁首艳,女,1965,广东云城,3,首艳,首,9,首,shǒu,1,艳,10,色,yàn,1
朱贾莲,女,1965,广西柳城,3,贾莲,贾,10,贝,jiǎ,2,莲,10,艹,lián,1
孙天宇,男,2002,北京市西城区,3,天宇,天,4,大,tiān,1,宇,6,宀,yǔ,1
任济东,男,1980,河南省长垣县,3,济东,济,9,氵,jì,1,东,5,一,dōng,1
李皓茳,男,1997,台湾台中,3,皓茳,皓,12,白,hào,3,茳,9,艹,jiāng,3
夏嘉顺,男,1989,江苏 苏州,3,嘉顺,嘉,14,口,jiā,1,顺,9,页,shùn,1
王君兰,女,1965,江苏铜山,3,君兰,君,7,口,jūn,1,兰,5,乺,lán,1
李巧伟,男,1983,浙江东阳,3,巧伟,巧,5,工,qiǎo,1,伟,6,亻,wěi,1
王家立,女,1965,河南省通许县,3,家立,家,10,宀,jiā,1,立,5,立,lì,1
徐小猛,男,1991,山东滕州,3,小猛,小,3,小,xiǎo,1,猛,11,犭,měng,1
魏丽红,女,1965,甘肃天水,3,丽红,丽,7,丶,lì,1,红,6,纟,hóng,1
张艳锋,男,1983,山西,3,艳锋,艳,10,色,yàn,1,锋,12,钅,fēng,1
吉雅图,男,1987,内蒙古锡林郭勒盟正镶白旗,3,雅图,雅,12,隹,yǎ,1,图,8,囗,tú,1
苗芳,女,1965,陕西蒲城县,2,芳,芳,7,艹,fāng,1,芳,0,0,0,0
孙矿玲,女,1965,陕西澄城,3,矿玲,矿,8,石,kuàng,1,玲,9,王,líng,2
王美菊,女,1965,山西省大同市,3,美菊,美,9,羊,měi,1,菊,11,艹,jú,1
卢双娥,女,1965,湖南湘潭,3,双娥,双,4,又,shuāng,1,娥,10,女,é,3
魏敬淼,女,1965,河北,3,敬淼,敬,12,攵,jìng,1,淼,12,水,miǎo,3
曹立杰,男,1989,江苏省涟水县,3,立杰,立,5,立,lì,1,杰,8,木,jié,1
黄岑丽,女,1965,河北高阳,3,岑丽,岑,7,山,cén,3,丽,7,丶,lì,1
刘国莲,女,1965,山东青岛市,3,国莲,国,8,囗,guó,1,莲,10,艹,lián,1
余碧波,女,1965,四川蓬安,3,碧波,碧,14,石,bì,1,波,8,氵,bō,1
刘招武,男,1988,上海,3,招武,招,8,扌,zhāo,1,武,8,止,wǔ,1
常小红,女,1965,陕西泾阳县,3,小红,小,3,小,xiǎo,1,红,6,纟,hóng,1
黄坚瑜,女,1965,福建莆田,3,坚瑜,坚,7,土,jiān,1,瑜,13,王,yú,3
严文复,女,1965,吉林,3,文复,文,4,文,wén,1,复,9,夂,fù,1
杨素群,女,1965,山东潍坊,3,素群,素,10,糸,sù,1,群,13,羊,qún,1
曹瑾琰,男,1979,甘肃灵台县,3,瑾琰,瑾,15,王,jǐn,3,琰,12,王,yǎn,3
蓝心湄,女,1965,台湾 台北,3,心湄,心,4,心,xīn,1,湄,12,氵,méi,3
穆丽燕,女,1965,北京,3,丽燕,丽,7,丶,lì,1,燕,16,灬,yàn,1
陈宇琛,男,1979,香港,3,宇琛,宇,6,宀,yǔ,1,琛,12,王,chēn,3
位刚,男,1980,陕西兴平,2,刚,刚,6,刂,gāng,1,刚,0,0,0,0
倪素香,女,1965,辽宁省大连市,3,素香,素,10,糸,sù,1,香,9,香,xiāng,1
高宇阳,男,2005,山西省朔州市,3,宇阳,宇,6,宀,yǔ,1,阳,6,阝,yáng,1
吴久宏,女,1965,江苏仪征,3,久宏,久,3,丿,jiǔ,1,宏,7,宀,hóng,1
陆浩杰,男,1990,江苏张家港,3,浩杰,浩,10,氵,hào,1,杰,8,木,jié,1
顾又铭,男,1983,安徽省合肥市,3,又铭,又,2,又,yòu,1,铭,11,钅,míng,2
王佑硕,男,1992,浙江温州,3,佑硕,佑,7,亻,yòu,2,硕,11,石,shuò,2
邢爱兰,女,1965,江苏省邳州市,3,爱兰,爱,10,爫,ài,1,兰,5,乺,lán,1
黎满香,女,1965,湖南耒阳市,3,满香,满,13,氵,mǎn,1,香,9,香,xiāng,1
喻术红,女,1965,湖北麻城,3,术红,术,5,木,shù,1,红,6,纟,hóng,1
赵宏利,女,1965,陕西省米脂县,3,宏利,宏,7,宀,hóng,1,利,7,刂,lì,1
黄业珍,女,1965,广西省北流市,3,业珍,业,5,业,yè,1,珍,9,王,zhēn,1
张红冰,女,1965,广西柳州,3,红冰,红,6,纟,hóng,1,冰,6,冫,bīng,1
段青英,女,1965,河南镇平,3,青英,青,8,青,qīng,1,英,8,艹,yīng,1
申小梅,女,1965,河南郾城县新店乡庄店村,3,小梅,小,3,小,xiǎo,1,梅,11,木,méi,1
王伦光,女,1965,浙江,3,伦光,伦,6,亻,lún,2,光,6,儿,guāng,1
时岱,女,1965,中国,2,岱,岱,8,山,dài,3,岱,0,0,0,0
黎伟明,女,1965,澳门,3,伟明,伟,6,亻,wěi,1,明,8,日,míng,1
李行亮,男,1983,湖北省襄阳市,3,行亮,行,6,行,xíng,1,亮,9,亠,liàng,1
谢幼如,女,1965,广东潮州,3,幼如,幼,5,幺,yòu,1,如,6,女,rú,1
张庆兰,女,1965,河北省廊坊市永清县永清镇三堡村,3,庆兰,庆,6,广,qìng,1,兰,5,乺,lán,1
王彦秋,女,1965,吉林白城人,3,彦秋,彦,9,彡,yàn,3,秋,9,禾,qiū,1
康梅花,女,1965,吉林省桦甸市,3,梅花,梅,11,木,méi,1,花,7,艹,huā,1
杨福伟,男,1982,山东莱芜,3,福伟,福,13,礻,fú,1,伟,6,亻,wěi,1
张述强,男,1982,四川南江,3,述强,述,8,辶,shù,1,强,12,弓,qiáng,1
闫桂岭,女,1965,河北正定,3,桂岭,桂,10,木,guì,1,岭,8,山,lǐng,1
胡佳琳,女,1965,中国,3,佳琳,佳,8,亻,jiā,1,琳,12,王,lín,2
陈会英,女,1965,山东昌邑人,3,会英,会,6,人,huì,1,英,8,艹,yīng,1
冯俊珍,女,1965,河南省渑池县,3,俊珍,俊,9,亻,jùn,1,珍,9,王,zhēn,1
洪晓梅,女,1965,辽宁省沈阳市,3,晓梅,晓,10,日,xiǎo,1,梅,11,木,méi,1
陶仪声,女,1965,浙江嘉兴,3,仪声,仪,5,亻,yí,1,声,7,士,shēng,1
邹菊云,女,1965,湖南益阳,3,菊云,菊,11,艹,jú,1,云,4,二,yún,1
焉栩嘉,男,2001,山东烟台,3,栩嘉,栩,10,木,xǔ,3,嘉,14,口,jiā,1
武凤梅,女,1965,河南商丘,3,凤梅,凤,4,几,fèng,1,梅,11,木,méi,1
傅洁琳,女,1965,山东省文登市,3,洁琳,洁,9,氵,jié,1,琳,12,王,lín,2
段复建,女,1965,黑龙江黑河,3,复建,复,9,夂,fù,1,建,8,廴,jiàn,1
郑家星,男,1990,香港,3,家星,家,10,宀,jiā,1,星,9,日,xīng,1
汤善芳,女,1965,广东省佛山市南海区,3,善芳,善,12,口,shàn,1,芳,7,艹,fāng,1
蒋新萍,女,1965,河南汝南,3,新萍,新,13,斤,xīn,1,萍,11,艹,píng,1
杨秋夔,男,1985,云南省南涧县,3,秋夔,秋,9,禾,qiū,1,夔,21,夂,kuí,3
杨如雪,女,1965,河北行唐,3,如雪,如,6,女,rú,1,雪,11,雨,xuě,1
柳岩,男,1980,湖南省衡阳市,2,岩,岩,8,山,yán,1,岩,0,0,0,0
方文琳,女,1965,台湾彰化社头乡,3,文琳,文,4,文,wén,1,琳,12,王,lín,2
温忠文,男,1988,江西省赣州市石城县琴江镇琴口村,3,忠文,忠,8,心,zhōng,1,文,4,文,wén,1
孔寒冰,女,1965,山东沂水,3,寒冰,寒,12,宀,hán,1,冰,6,冫,bīng,1
牛月莹,女,1965,辽宁沈阳,3,月莹,月,4,月,yuè,1,莹,10,艹,yíng,2
孙焕宝,男,1984,吉林省长春市,3,焕宝,焕,11,火,huàn,2,宝,8,宀,bǎo,1
孟翠湖,女,1965,黑龙江,3,翠湖,翠,14,羽,cuì,1,湖,12,氵,hú,1
罗美薇,女,1965,香港,3,美薇,美,9,羊,měi,1,薇,16,艹,wēi,2
马未定,女,1965,江苏高淳,3,未定,未,5,木,wèi,1,定,8,宀,dìng,1
张心灵,女,1965,内蒙古土默特左旗,3,心灵,心,4,心,xīn,1,灵,7,火,líng,1
胡建英,女,1965,浙江 慈溪,3,建英,建,8,廴,jiàn,1,英,8,艹,yīng,1
黄雅珉,女,1965,台湾台北市,3,雅珉,雅,12,隹,yǎ,1,珉,9,王,mín,3
沈铁梅,女,1965,重庆市,3,铁梅,铁,10,钅,tiě,1,梅,11,木,méi,1
付爱琴,女,1965,河南项城,3,爱琴,爱,10,爫,ài,1,琴,12,王,qín,1
林敏刚,女,1965,中国,3,敏刚,敏,11,攵,mǐn,1,刚,6,刂,gāng,1
彭若煜,男,1987,湖南省龙山县,3,若煜,若,8,艹,ruò,1,煜,13,火,yù,3
乐孜纯,女,1965,浙江杭州,3,孜纯,孜,7,子,zī,3,纯,7,纟,chún,1
沙芳琴,女,1965,甘肃静宁,3,芳琴,芳,7,艹,fāng,1,琴,12,王,qín,1
国承彦,女,1965,山东淄博,3,承彦,承,8,手,chéng,1,彦,9,彡,yàn,3
胡景,男,1980,上海,2,景,景,12,日,jǐng,1,景,0,0,0,0
臧学萍,女,1965,浙江长兴,3,学萍,学,8,子,xué,1,萍,11,艹,píng,1
季丽新,女,1965,黑龙江省青冈县,3,丽新,丽,7,丶,lì,1,新,13,斤,xīn,1
赖秀金,女,1965,福建省永定县抚市镇社前村,3,秀金,秀,7,禾,xiù,1,金,8,金,jīn,1
于天宝,男,1980,江西都昌,3,天宝,天,4,大,tiān,1,宝,8,宀,bǎo,1
侯春静,女,1965,江苏省宿迁市宿豫区,3,春静,春,9,日,chūn,1,静,14,青,jìng,1
夏清瑕,女,1965,安徽全椒,3,清瑕,清,11,氵,qīng,1,瑕,13,王,xiá,3
廖寒梅,女,1965,湖南衡阳市,3,寒梅,寒,12,宀,hán,1,梅,11,木,méi,1
余曲,女,1965,重庆市云阳,2,曲,曲,6,曰,qǔ,1,曲,0,0,0,0
关琪,女,1965,北京市,2,琪,琪,12,王,qí,3,琪,0,0,0,0
卢凤萍,女,1965,广东省广州市,3,凤萍,凤,4,几,fèng,1,萍,11,艹,píng,1
张鲁一,男,1980,北京,3,鲁一,鲁,12,鱼,lǔ,1,一,1,一,yī,1
肖珊艳,女,1965,江西萍乡,3,珊艳,珊,9,王,shān,2,艳,10,色,yàn,1
肖燕英,女,1965,福建,3,燕英,燕,16,灬,yàn,1,英,8,艹,yīng,1
孙立鹏,男,1988,辽宁,3,立鹏,立,5,立,lì,1,鹏,13,鸟,péng,2
齐巧荔,女,1965,黑龙江肇东,3,巧荔,巧,5,工,qiǎo,1,荔,9,艹,lì,2
钟爱东,女,1965,广东徐闻,3,爱东,爱,10,爫,ài,1,东,5,一,dōng,1
杨梓熙,男,1992,重庆市,3,梓熙,梓,11,木,zǐ,3,熙,14,灬,xī,2
林欣欣,女,1965,福建莆田,3,欣欣,欣,8,欠,xīn,1,欣,8,欠,xīn,1
张廷瑜,女,1965,湖北五峰,3,廷瑜,廷,6,廴,tíng,2,瑜,13,王,yú,3
曹宜莲,女,1965,安徽长丰,3,宜莲,宜,8,宀,yí,1,莲,10,艹,lián,1
余秀坤,女,1965,广东阳春,3,秀坤,秀,7,禾,xiù,1,坤,8,土,kūn,2
张宇亮,男,1985,广东,3,宇亮,宇,6,宀,yǔ,1,亮,9,亠,liàng,1
梁清燕,女,1965,山西襄汾,3,清燕,清,11,氵,qīng,1,燕,16,灬,yàn,1
周文桦,女,1965,广东东莞,3,文桦,文,4,文,wén,1,桦,10,木,huà,2
曾筱兰,女,1965,江西上高县,3,筱兰,筱,13,竹,xiǎo,3,兰,5,乺,lán,1
李映兰,女,1965,湖南长沙,3,映兰,映,9,日,yìng,1,兰,5,乺,lán,1
沈小丽,女,1965,浙江杭州,3,小丽,小,3,小,xiǎo,1,丽,7,丶,lì,1
肖可员,女,1965,湖南衡东,3,可员,可,5,口,kě,1,员,7,口,yuán,1
李鹏杰,男,1994,河南安阳内黄,3,鹏杰,鹏,13,鸟,péng,2,杰,8,木,jié,1
王慧霖,女,1965,山西运城,3,慧霖,慧,15,心,huì,1,霖,16,雨,lín,3
屠静芬,女,1965,浙江杭州,3,静芬,静,14,青,jìng,1,芬,7,艹,fēn,1
刘苏峡,女,1965,湖北,3,苏峡,苏,7,艹,sū,1,峡,9,山,xiá,1
蔡赟,男,1980,江苏苏州,2,赟,赟,16,贝,yūn,3,赟,0,0,0,0
陆秋雯,女,1965,上海市人,3,秋雯,秋,9,禾,qiū,1,雯,12,雨,wén,3
俞渝,女,1965,重庆,2,渝,渝,12,氵,yú,3,渝,0,0,0,0
刘腊梅,女,1965,湖南祁阳,3,腊梅,腊,12,月,là,1,梅,11,木,méi,1
蔡葩,女,1965,海南省乐东县九所镇罗马村,2,葩,葩,12,艹,pā,3,葩,0,0,0,0
葛建荣,女,1965,安徽宣州,3,建荣,建,8,廴,jiàn,1,荣,9,艹,róng,1
付小彦,女,1965,黑龙江巴彦,3,小彦,小,3,小,xiǎo,1,彦,9,彡,yàn,3
赵高凌,女,1965,浙江省宁波市,3,高凌,高,10,高,gāo,1,凌,10,冫,líng,2
杨金赐,男,1987,吉林省长春市,3,金赐,金,8,金,jīn,1,赐,12,贝,cì,2
韦求香,女,1965,海南乐东县,3,求香,求,7,水,qiú,1,香,9,香,xiāng,1
郑宏峰,男,1980,河北遵化市遵化镇,3,宏峰,宏,7,宀,hóng,1,峰,10,山,fēng,1
吴秋凤,女,1965,湖南宜章,3,秋凤,秋,9,禾,qiū,1,凤,4,几,fèng,1
杨绣惠,女,1965,台湾,3,绣惠,绣,10,纟,xiù,1,惠,12,心,huì,1
杜欣慧,女,1965,天津市,3,欣慧,欣,8,欠,xīn,1,慧,15,心,huì,1
郭珍弟,女,1965,台湾,3,珍弟,珍,9,王,zhēn,1,弟,7,弓,dì,1
刘军萍,女,1965,山西忻州,3,军萍,军,6,冖,jūn,1,萍,11,艹,píng,1
叶静,男,1980,北京市,2,静,静,14,青,jìng,1,静,0,0,0,0
覃小豪,男,1988,湖南长沙,3,小豪,小,3,小,xiǎo,1,豪,14,豕,háo,1
贺彩虹,女,1965,湖南安化,3,彩虹,彩,11,彡,cǎi,1,虹,9,虫,hóng,1
郑东,男,1980,广东省阳江市阳西县,2,东,东,5,一,dōng,1,东,0,0,0,0
马惠霞,女,1965,山西芮城,3,惠霞,惠,12,心,huì,1,霞,17,雨,xiá,1
樊涓娟,女,1965,陕西韩城,3,涓娟,涓,10,氵,juān,3,娟,10,女,juān,3
史彤华,女,1965,北京,3,彤华,彤,7,彡,tóng,2,华,6,十,huá,1
万相兰,女,1965,重庆渝北,3,相兰,相,9,目,xiāng,1,兰,5,乺,lán,1
孙钰华,女,1965,山东安丘,3,钰华,钰,10,钅,yù,3,华,6,十,huá,1
罗自勉,女,1965,湖南省湘乡市,3,自勉,自,6,自,zì,1,勉,9,力,miǎn,1
顾晓园,女,1965,江苏扬州,3,晓园,晓,10,日,xiǎo,1,园,7,囗,yuán,1
黄伟芬,女,1965,江西,3,伟芬,伟,6,亻,wěi,1,芬,7,艹,fēn,1
胡国言,男,1987,吉林,3,国言,国,8,囗,guó,1,言,7,言,yán,1
董玉红,女,1965,吉林省白山市,3,玉红,玉,5,玉,yù,1,红,6,纟,hóng,1
徐素芝,女,1965,北京市,3,素芝,素,10,糸,sù,1,芝,6,艹,zhī,1
邓洪英,女,1965,四川武胜,3,洪英,洪,9,氵,hóng,1,英,8,艹,yīng,1
爱戴,女,1980,四川,2,戴,戴,17,戈,dài,1,戴,0,0,0,0
梁小艳,女,1965,陕西铜川,3,小艳,小,3,小,xiǎo,1,艳,10,色,yàn,1
陶杜平,男,1993,江苏省南京市,3,杜平,杜,7,木,dù,1,平,5,干,píng,1
宫晓霞,女,1965,山东省鱼台县,3,晓霞,晓,10,日,xiǎo,1,霞,17,雨,xiá,1
蔚腾飞,男,1984,山西省太原市,3,腾飞,腾,13,月,téng,1,飞,3,飞,fēi,1
金现俊,男,1988,吉林省延吉市,3,现俊,现,8,王,xiàn,1,俊,9,亻,jùn,1
阳德华,女,1965,四川省南充市,3,德华,德,15,彳,dé,1,华,6,十,huá,1
刘宸希,男,2005,北京市,3,宸希,宸,10,宀,chén,3,希,7,巾,xī,1
廖福涛,女,1965,福建福州,3,福涛,福,13,礻,fú,1,涛,10,氵,tāo,1
阮文静,女,1965,浙江杭州,3,文静,文,4,文,wén,1,静,14,青,jìng,1
宋艺鹏,男,1985,河南登封,3,艺鹏,艺,4,艹,yì,1,鹏,13,鸟,péng,2
边银菊,女,1964,北京,3,银菊,银,11,钅,yín,1,菊,11,艹,jú,1
邬似珏,女,1964,浙江宁波,3,似珏,似,6,亻,sì,1,珏,9,王,jué,3
杨选江,男,1985,贵州省威宁县,3,选江,选,9,辶,xuǎn,1,江,6,氵,jiāng,1
周莳文,女,1964,广东省新兴市,3,莳文,莳,10,艹,shí,3,文,4,文,wén,1
袁丽容,女,1964,湖北随州,3,丽容,丽,7,丶,lì,1,容,10,宀,róng,1
戴灵芝,女,1964,浙江舟山,3,灵芝,灵,7,火,líng,1,芝,6,艹,zhī,1
肖亚航,女,1964,陕西长安,3,亚航,亚,6,二,yà,1,航,10,舟,háng,1
柯晓扬,女,1964,江苏南通,3,晓扬,晓,10,日,xiǎo,1,扬,6,扌,yáng,1
谷国伟,男,1983,河南省宜阳县,3,国伟,国,8,囗,guó,1,伟,6,亻,wěi,1
王筝,女,1980,陕西西安,2,筝,筝,12,竹,zhēng,1,筝,0,0,0,0
胡晓晔,女,1964,内蒙古包头,3,晓晔,晓,10,日,xiǎo,1,晔,10,日,yè,3
唐丽球,女,1964,香港,3,丽球,丽,7,丶,lì,1,球,11,王,qiú,1
彭双彦,女,1964,甘肃漳县,3,双彦,双,4,又,shuāng,1,彦,9,彡,yàn,3
崔尔康,男,1991,山东省青岛市,3,尔康,尔,5,小,ěr,2,康,11,广,kāng,1
林民旺,男,1979,福建南平,3,民旺,民,5,氏,mín,1,旺,8,日,wàng,1
文雅丽,女,1964,香港,3,雅丽,雅,12,隹,yǎ,1,丽,7,丶,lì,1
李润铭,男,1990,山东烟台,3,润铭,润,10,氵,rùn,1,铭,11,钅,míng,2
陶以宁,女,1964,福建龙岩,3,以宁,以,4,人,yǐ,1,宁,5,宀,níng,1
马继云,女,1964,山东安邱,3,继云,继,10,纟,jì,1,云,4,二,yún,1
董爱新,女,1964,山东,3,爱新,爱,10,爫,ài,1,新,13,斤,xīn,1
揣锦华,女,1964,河北迁西,3,锦华,锦,13,钅,jǐn,1,华,6,十,huá,1
刘淑玉,女,1964,四川乐山,3,淑玉,淑,11,氵,shū,2,玉,5,玉,yù,1
小鹏飞,男,1986,吉林省辽源市,3,鹏飞,鹏,13,鸟,péng,2,飞,3,飞,fēi,1
谢呈祥,女,1964,浙江永康,3,呈祥,呈,7,口,chéng,1,祥,10,礻,xiáng,1
马雪霞,女,1964,宁夏灵武,3,雪霞,雪,11,雨,xuě,1,霞,17,雨,xiá,1
杨菊先,女,1964,湖北省沔阳县,3,菊先,菊,11,艹,jú,1,先,6,儿,xiān,1
秦玉娟,女,1964,甘肃敦煌,3,玉娟,玉,5,玉,yù,1,娟,10,女,juān,3
陈招万,男,1980,海南海口,3,招万,招,8,扌,zhāo,1,万,3,一,wàn,1
卢建辉,女,1964,四川自贡,3,建辉,建,8,廴,jiàn,1,辉,12,车,huī,1
白晓洁,女,1964,黑龙江伊春,3,晓洁,晓,10,日,xiǎo,1,洁,9,氵,jié,1
蒋莹辉,男,1983,河北,3,莹辉,莹,10,艹,yíng,2,辉,12,车,huī,1
钟泽英,女,1964,湖南,3,泽英,泽,8,氵,zé,1,英,8,艹,yīng,1
柳正梅,女,1964,江苏省淮安,3,正梅,正,5,止,zhèng,1,梅,11,木,méi,1
邱湘玲,女,1964,湖南永顺,3,湘玲,湘,12,氵,xiāng,2,玲,9,王,líng,2
高敬佩,女,1964,湖南石门,3,敬佩,敬,12,攵,jìng,1,佩,8,亻,pèi,1
燕凌,女,1964,江苏丰县,2,凌,凌,10,冫,líng,2,凌,0,0,0,0
郭月香,女,1964,河北省邢台市威县,3,月香,月,4,月,yuè,1,香,9,香,xiāng,1
瞿澳晖,男,1986,北京市海淀区,3,澳晖,澳,15,氵,ào,2,晖,10,日,huī,3
慕小倩,女,1964,陕西吴堡,3,小倩,小,3,小,xiǎo,1,倩,10,亻,qiàn,3
张志展,男,1980,江苏镇江,3,志展,志,7,心,zhì,1,展,10,尸,zhǎn,1
苑新丽,女,1964,辽宁省大连市,3,新丽,新,13,斤,xīn,1,丽,7,丶,lì,1
